Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
5598;0,2372;A AC;19.01.22 10:34:05,2;0:00:00,3;19.01.22 10:34:05,4;0,2464;A AC;0,237733333333333;A AC;19.01.22 10:34:05,3;0,2296;A AC;Interval;19.01.22 10:34:05,5
5599;0,2268;A AC;19.01.22 10:34:05,5;0:00:04,6;19.01.22 10:34:07,5;0,3967;A AC;0,259280434782609;A AC;19.01.22 10:34:08,1;0,1466;A AC;Unstable;19.01.22 10:34:10,1
5600;0,2289;A AC;19.01.22 10:34:10,1;0:00:00,4;19.01.22 10:34:10,1;0,2289;A AC;0,219025;A AC;19.01.22 10:34:10,4;0,2091;A AC;Interval;19.01.22 10:34:10,5
5601;0,2978;A AC;19.01.22 10:34:10,5;0:00:02,0;19.01.22 10:34:11,0;0,3972;A AC;0,29367;A AC;19.01.22 10:34:11,7;0,1445;A AC;Unstable;19.01.22 10:34:12,5
5602;0,2316;A AC;19.01.22 10:34:12,5;0:00:01,4;19.01.22 10:34:13,3;0,2527;A AC;0,236264285714286;A AC;19.01.22 10:34:13,8;0,2273;A AC;Stable;19.01.22 10:34:13,9
5603;0,2185;A AC;19.01.22 10:34:13,9;0:00:01,3;19.01.22 10:34:14,8;0,3957;A AC;0,328407692307692;A AC;19.01.22 10:34:15,1;0,1896;A AC;Unstable;19.01.22 10:34:15,2
5604;0,15;A AC;19.01.22 10:34:15,2;0:00:00,2;19.01.22 10:34:15,2;0,15;A AC;0,14975;A AC;19.01.22 10:34:15,3;0,1495;A AC;Interval;19.01.22 10:34:15,4
5605;0,2073;A AC;19.01.22 10:34:15,4;0:00:00,6;19.01.22 10:34:15,8;0,2559;A AC;0,234916666666667;A AC;19.01.22 10:34:15,4;0,2073;A AC;Unstable;19.01.22 10:34:16,0
5606;0,2325;A AC;19.01.22 10:34:16,0;0:00:01,4;19.01.22 10:34:17,0;0,2535;A AC;0,236278571428571;A AC;19.01.22 10:34:16,8;0,2232;A AC;Stable;19.01.22 10:34:17,5
5607;0,2205;A AC;19.01.22 10:34:17,5;0:00:02,9;19.01.22 10:34:18,4;0,3969;A AC;0,267620689655172;A AC;19.01.22 10:34:18,8;0,1454;A AC;Unstable;19.01.22 10:34:20,4
5608;0,254;A AC;19.01.22 10:34:20,4;0:00:00,1;19.01.22 10:34:20,4;0,254;A AC;0,254;A AC;19.01.22 10:34:20,4;0,254;A AC;Interval;19.01.22 10:34:20,5
5609;0,2492;A AC;19.01.22 10:34:20,5;0:00:04,9;19.01.22 10:34:25,3;0,3982;A AC;0,27365306122449;A AC;19.01.22 10:34:22,3;0,1473;A AC;Unstable;19.01.22 10:34:25,4
5610;0,336;A AC;19.01.22 10:34:25,4;0:00:00,1;19.01.22 10:34:25,4;0,336;A AC;0,336;A AC;19.01.22 10:34:25,4;0,336;A AC;Interval;19.01.22 10:34:25,5
5611;0,2435;A AC;19.01.22 10:34:25,5;0:00:00,9;19.01.22 10:34:26,2;0,2589;A AC;0,212877777777778;A AC;19.01.22 10:34:25,7;0,1454;A AC;Unstable;19.01.22 10:34:26,4
5612;0,2381;A AC;19.01.22 10:34:26,4;0:00:01,5;19.01.22 10:34:27,3;0,2535;A AC;0,236653333333333;A AC;19.01.22 10:34:27,1;0,2243;A AC;Stable;19.01.22 10:34:27,9
5613;0,2096;A AC;19.01.22 10:34:27,9;0:00:02,0;19.01.22 10:34:28,7;0,3985;A AC;0,283865;A AC;19.01.22 10:34:29,2;0,145;A AC;Unstable;19.01.22 10:34:29,9
5614;0,2336;A AC;19.01.22 10:34:29,9;0:00:00,6;19.01.22 10:34:30,1;0,2448;A AC;0,237233333333333;A AC;19.01.22 10:34:30,4;0,2301;A AC;Interval;19.01.22 10:34:30,5
5615;0,2276;A AC;19.01.22 10:34:30,5;0:00:04,7;19.01.22 10:34:32,1;0,3999;A AC;0,258744680851064;A AC;19.01.22 10:34:32,6;0,1429;A AC;Unstable;19.01.22 10:34:35,3
5616;0,3874;A AC;19.01.22 10:34:35,3;0:00:00,2;19.01.22 10:34:35,4;0,3936;A AC;0,3905;A AC;19.01.22 10:34:35,3;0,3874;A AC;Interval;19.01.22 10:34:35,5
5617;0,396;A AC;19.01.22 10:34:35,5;0:00:04,5;19.01.22 10:34:39,0;0,3963;A AC;0,260117777777778;A AC;19.01.22 10:34:39,6;0,1432;A AC;Unstable;19.01.22 10:34:40,0
5618;0,2433;A AC;19.01.22 10:34:40,0;0:00:00,5;19.01.22 10:34:40,1;0,2561;A AC;0,2444;A AC;19.01.22 10:34:40,3;0,2336;A AC;Interval;19.01.22 10:34:40,5
5619;0,2455;A AC;19.01.22 10:34:40,5;0:00:01,3;19.01.22 10:34:41,2;0,2543;A AC;0,236246153846154;A AC;19.01.22 10:34:41,7;0,2234;A AC;Stable;19.01.22 10:34:41,8
5620;0,2087;A AC;19.01.22 10:34:41,8;0:00:03,6;19.01.22 10:34:42,5;0,3942;A AC;0,256858333333333;A AC;19.01.22 10:34:42,9;0,1471;A AC;Unstable;19.01.22 10:34:45,4
5621;0,3645;A AC;19.01.22 10:34:45,4;0:00:00,1;19.01.22 10:34:45,4;0,3645;A AC;0,3645;A AC;19.01.22 10:34:45,4;0,3645;A AC;Interval;19.01.22 10:34:45,5
5622;0,3825;A AC;19.01.22 10:34:45,5;0:00:01,6;19.01.22 10:34:45,9;0,3971;A AC;0,2815875;A AC;19.01.22 10:34:46,4;0,1452;A AC;Unstable;19.01.22 10:34:47,1
5623;0,2322;A AC;19.01.22 10:34:47,1;0:00:01,5;19.01.22 10:34:48,0;0,2529;A AC;0,237153333333333;A AC;19.01.22 10:34:48,5;0,2211;A AC;Stable;19.01.22 10:34:48,6
5624;0,2092;A AC;19.01.22 10:34:48,6;0:00:01,6;19.01.22 10:34:49,3;0,3958;A AC;0,28061875;A AC;19.01.22 10:34:49,7;0,1447;A AC;Unstable;19.01.22 10:34:50,2
5625;0,2562;A AC;19.01.22 10:34:50,2;0:00:00,2;19.01.22 10:34:50,2;0,2562;A AC;0,25455;A AC;19.01.22 10:34:50,3;0,2529;A AC;Interval;19.01.22 10:34:50,4
5626;0,2388;A AC;19.01.22 10:34:50,4;0:00:04,7;19.01.22 10:34:52,5;0,3947;A AC;0,252176595744681;A AC;19.01.22 10:34:53,2;0,1427;A AC;Unstable;19.01.22 10:34:55,2
5627;0,2295;A AC;19.01.22 10:34:55,2;0:00:00,3;19.01.22 10:34:55,2;0,2295;A AC;0,2206;A AC;19.01.22 10:34:55,4;0,2097;A AC;Interval;19.01.22 10:34:55,5
5628;0,2381;A AC;19.01.22 10:34:55,5;0:00:04,8;19.01.22 10:34:59,4;0,3978;A AC;0,26454375;A AC;19.01.22 10:34:56,5;0,1436;A AC;Unstable;19.01.22 10:35:00,3
5629;0,2568;A AC;19.01.22 10:35:00,3;0:00:00,2;19.01.22 10:35:00,3;0,2568;A AC;0,2552;A AC;19.01.22 10:35:00,4;0,2536;A AC;Interval;19.01.22 10:35:00,5
5630;0,2397;A AC;19.01.22 10:35:00,5;0:00:04,8;19.01.22 10:35:02,7;0,3937;A AC;0,251810416666667;A AC;19.01.22 10:35:03,1;0,1457;A AC;Unstable;19.01.22 10:35:05,3
5631;0,2082;A AC;19.01.22 10:35:05,3;0:00:00,1;19.01.22 10:35:05,3;0,2082;A AC;0,2082;A AC;19.01.22 10:35:05,3;0,2082;A AC;Interval;19.01.22 10:35:05,4
5632;0,2211;A AC;19.01.22 10:35:05,4;0:00:04,9;19.01.22 10:35:06,0;0,3972;A AC;0,262871428571429;A AC;19.01.22 10:35:09,9;0,1396;A AC;Unstable;19.01.22 10:35:10,4
5633;0,2579;A AC;19.01.22 10:35:10,4;0:00:00,1;19.01.22 10:35:10,4;0,2579;A AC;0,2579;A AC;19.01.22 10:35:10,4;0,2579;A AC;Interval;19.01.22 10:35:10,5
5634;0,2524;A AC;19.01.22 10:35:10,5;0:00:03,5;19.01.22 10:35:12,8;0,3969;A AC;0,254837142857143;A AC;19.01.22 10:35:13,2;0,1378;A AC;Unstable;19.01.22 10:35:14,0
5635;0,2303;A AC;19.01.22 10:35:14,0;0:00:01,4;19.01.22 10:35:14,9;0,2532;A AC;0,236535714285714;A AC;19.01.22 10:35:14,7;0,2268;A AC;Stable;19.01.22 10:35:15,4
5636;0,2207;A AC;19.01.22 10:35:15,4;0:00:00,1;19.01.22 10:35:15,4;0,2207;A AC;0,2207;A AC;19.01.22 10:35:15,4;0,2207;A AC;Interval;19.01.22 10:35:15,5
5637;0,2378;A AC;19.01.22 10:35:15,5;0:00:04,9;19.01.22 10:35:15,9;0,3924;A AC;0,264320408163265;A AC;19.01.22 10:35:16,6;0,1413;A AC;Unstable;19.01.22 10:35:20,4
5638;0,2408;A AC;19.01.22 10:35:20,4;0:00:00,1;19.01.22 10:35:20,4;0,2408;A AC;0,2408;A AC;19.01.22 10:35:20,4;0,2408;A AC;Interval;19.01.22 10:35:20,5
5639;0,2528;A AC;19.01.22 10:35:20,5;0:00:02,9;19.01.22 10:35:23,0;0,2655;A AC;0,231072413793103;A AC;19.01.22 10:35:22,3;0,2065;A AC;Unstable;19.01.22 10:35:23,4
5640;0,2166;A AC;19.01.22 10:35:23,4;0:00:02,0;19.01.22 10:35:25,1;0,2351;A AC;0,220215;A AC;19.01.22 10:35:25,0;0,2142;A AC;Interval;19.01.22 10:35:25,5
5641;0,2195;A AC;19.01.22 10:35:25,5;0:00:05,0;19.01.22 10:35:26,4;0,2334;A AC;0,21887;A AC;19.01.22 10:35:30,4;0,2105;A AC;Interval;19.01.22 10:35:30,5
5642;0,2086;A AC;19.01.22 10:35:30,5;0:00:03,2;19.01.22 10:35:33,1;0,2275;A AC;0,218984375;A AC;19.01.22 10:35:30,5;0,2086;A AC;Stable;19.01.22 10:35:33,7
5643;0,1834;A AC;19.01.22 10:35:33,7;0:00:01,3;19.01.22 10:35:34,5;0,257;A AC;0,206023076923077;A AC;19.01.22 10:35:33,9;0,1282;A AC;Unstable;19.01.22 10:35:35,0
5644;0,2311;A AC;19.01.22 10:35:35,0;0:00:00,5;19.01.22 10:35:35,1;0,2395;A AC;0,23108;A AC;19.01.22 10:35:35,4;0,2241;A AC;Interval;19.01.22 10:35:35,5
5645;0,2244;A AC;19.01.22 10:35:35,5;0:00:01,0;19.01.22 10:35:35,6;0,248;A AC;0,23153;A AC;19.01.22 10:35:36,2;0,2086;A AC;Unstable;19.01.22 10:35:36,5
5646;0,2623;A AC;19.01.22 10:35:36,5;0:00:03,9;19.01.22 10:35:37,2;0,2778;A AC;0,262638461538462;A AC;19.01.22 10:35:39,4;0,2475;A AC;Interval;19.01.22 10:35:40,4
5647;0,2615;A AC;19.01.22 10:35:40,4;0:00:01,9;19.01.22 10:35:41,7;0,2742;A AC;0,2629;A AC;19.01.22 10:35:42,3;0,2453;A AC;Stable;19.01.22 10:35:42,4
5648;0,1961;A AC;19.01.22 10:35:42,4;0:00:02,7;19.01.22 10:35:45,0;0,2816;A AC;0,225692592592593;A AC;19.01.22 10:35:42,6;0,1372;A AC;Unstable;19.01.22 10:35:45,1
5649;0,3296;A AC;19.01.22 10:35:45,1;0:00:00,4;19.01.22 10:35:45,4;0,3338;A AC;0,3246;A AC;19.01.22 10:35:45,2;0,3152;A AC;Interval;19.01.22 10:35:45,5
5650;0,3388;A AC;19.01.22 10:35:45,5;0:00:02,4;19.01.22 10:35:46,7;0,343;A AC;0,339616666666667;A AC;19.01.22 10:35:47,6;0,3354;A AC;Stable;19.01.22 10:35:47,9
5651;0,3024;A AC;19.01.22 10:35:47,9;0:00:01,1;19.01.22 10:35:47,9;0,3024;A AC;0,221727272727273;A AC;19.01.22 10:35:48,3;0,1447;A AC;Unstable;19.01.22 10:35:49,0
5652;0,2324;A AC;19.01.22 10:35:49,0;0:00:01,5;19.01.22 10:35:49,9;0,2536;A AC;0,2357;A AC;19.01.22 10:35:50,4;0,2215;A AC;Interval;19.01.22 10:35:50,5
5653;0,2078;A AC;19.01.22 10:35:50,5;0:00:00,3;19.01.22 10:35:50,7;0,3509;A AC;0,2744;A AC;19.01.22 10:35:50,5;0,2078;A AC;Unstable;19.01.22 10:35:50,8
5654;0,3732;A AC;19.01.22 10:35:50,8;0:00:01,8;19.01.22 10:35:52,2;0,3872;A AC;0,383977777777778;A AC;19.01.22 10:35:50,8;0,3732;A AC;Stable;19.01.22 10:35:52,6
5655;0,3083;A AC;19.01.22 10:35:52,6;0:00:02,8;19.01.22 10:35:55,3;0,3397;A AC;0,234192857142857;A AC;19.01.22 10:35:52,9;0,1437;A AC;Unstable;19.01.22 10:35:55,4
5656;0,3778;A AC;19.01.22 10:35:55,4;0:00:00,1;19.01.22 10:35:55,4;0,3778;A AC;0,3778;A AC;19.01.22 10:35:55,4;0,3778;A AC;Interval;19.01.22 10:35:55,5
5657;0,3877;A AC;19.01.22 10:35:55,5;0:00:01,5;19.01.22 10:35:56,3;0,3983;A AC;0,394466666666667;A AC;19.01.22 10:35:55,5;0,3877;A AC;Stable;19.01.22 10:35:57,0
5658;0,3088;A AC;19.01.22 10:35:57,0;0:00:02,9;19.01.22 10:35:59,9;0,3713;A AC;0,236986206896552;A AC;19.01.22 10:35:57,3;0,143;A AC;Unstable;19.01.22 10:36:00,0
5659;0,3907;A AC;19.01.22 10:36:00,0;0:00:00,5;19.01.22 10:36:00,2;0,3978;A AC;0,39452;A AC;19.01.22 10:36:00,0;0,3907;A AC;Interval;19.01.22 10:36:00,5
5660;0,3934;A AC;19.01.22 10:36:00,5;0:00:03,6;19.01.22 10:36:00,6;0,3981;A AC;0,26665;A AC;19.01.22 10:36:01,6;0,1407;A AC;Unstable;19.01.22 10:36:04,1
5661;0,3751;A AC;19.01.22 10:36:04,1;0:00:01,2;19.01.22 10:36:04,8;0,3997;A AC;0,389733333333333;A AC;19.01.22 10:36:05,0;0,3748;A AC;Stable;19.01.22 10:36:05,3
5662;0,3;A AC;19.01.22 10:36:05,3;0:00:00,1;19.01.22 10:36:05,3;0,3;A AC;0,3;A AC;19.01.22 10:36:05,3;0,3;A AC;Unstable;19.01.22 10:36:05,4
5663;0,2156;A AC;19.01.22 10:36:05,4;0:00:00,1;19.01.22 10:36:05,4;0,2156;A AC;0,2156;A AC;19.01.22 10:36:05,4;0,2156;A AC;Interval;19.01.22 10:36:05,5
5664;0,1627;A AC;19.01.22 10:36:05,5;0:00:02,6;19.01.22 10:36:08,0;0,3537;A AC;0,233607692307692;A AC;19.01.22 10:36:05,6;0,1416;A AC;Unstable;19.01.22 10:36:08,1
5665;0,3824;A AC;19.01.22 10:36:08,1;0:00:01,0;19.01.22 10:36:08,6;0,3993;A AC;0,39415;A AC;19.01.22 10:36:08,1;0,3824;A AC;Stable;19.01.22 10:36:09,1
5666;0,3623;A AC;19.01.22 10:36:09,1;0:00:01,1;19.01.22 10:36:09,1;0,3623;A AC;0,231272727272727;A AC;19.01.22 10:36:09,5;0,1422;A AC;Unstable;19.01.22 10:36:10,2
5667;0,2336;A AC;19.01.22 10:36:10,2;0:00:00,3;19.01.22 10:36:10,4;0,2455;A AC;0,239466666666667;A AC;19.01.22 10:36:10,2;0,2336;A AC;Interval;19.01.22 10:36:10,5
5668;0,241;A AC;19.01.22 10:36:10,5;0:00:01,5;19.01.22 10:36:11,9;0,3584;A AC;0,243773333333333;A AC;19.01.22 10:36:10,9;0,2097;A AC;Unstable;19.01.22 10:36:12,0
5669;0,3871;A AC;19.01.22 10:36:12,0;0:00:01,0;19.01.22 10:36:12,4;0,3971;A AC;0,39018;A AC;19.01.22 10:36:12,9;0,3721;A AC;Stable;19.01.22 10:36:13,0
5670;0,2889;A AC;19.01.22 10:36:13,0;0:00:02,3;19.01.22 10:36:13,0;0,2889;A AC;0,228226086956522;A AC;19.01.22 10:36:13,3;0,1442;A AC;Unstable;19.01.22 10:36:15,3
5671;0,2275;A AC;19.01.22 10:36:15,3;0:00:00,1;19.01.22 10:36:15,3;0,2275;A AC;0,2275;A AC;19.01.22 10:36:15,3;0,2275;A AC;Interval;19.01.22 10:36:15,4
5672;0,2229;A AC;19.01.22 10:36:15,4;0:00:04,9;19.01.22 10:36:16,2;0,3975;A AC;0,292138775510204;A AC;19.01.22 10:36:17,1;0,148;A AC;Unstable;19.01.22 10:36:20,4
5673;0,2945;A AC;19.01.22 10:36:20,4;0:00:00,1;19.01.22 10:36:20,4;0,2945;A AC;0,2945;A AC;19.01.22 10:36:20,4;0,2945;A AC;Interval;19.01.22 10:36:20,5
5674;0,2231;A AC;19.01.22 10:36:20,5;0:00:01,0;19.01.22 10:36:21,2;0,2568;A AC;0,21178;A AC;19.01.22 10:36:20,7;0,1402;A AC;Unstable;19.01.22 10:36:21,5
5675;0,2302;A AC;19.01.22 10:36:21,5;0:00:01,4;19.01.22 10:36:22,3;0,2535;A AC;0,235142857142857;A AC;19.01.22 10:36:22,8;0,2241;A AC;Stable;19.01.22 10:36:22,9
5676;0,2135;A AC;19.01.22 10:36:22,9;0:00:02,2;19.01.22 10:36:23,7;0,3966;A AC;0,286059090909091;A AC;19.01.22 10:36:24,3;0,1429;A AC;Unstable;19.01.22 10:36:25,1
5677;0,2305;A AC;19.01.22 10:36:25,1;0:00:00,4;19.01.22 10:36:25,2;0,2481;A AC;0,2361;A AC;19.01.22 10:36:25,3;0,2277;A AC;Interval;19.01.22 10:36:25,5
5678;0,2326;A AC;19.01.22 10:36:25,5;0:00:03,2;19.01.22 10:36:27,2;0,397;A AC;0,26990625;A AC;19.01.22 10:36:28,0;0,1457;A AC;Unstable;19.01.22 10:36:28,7
5679;0,2329;A AC;19.01.22 10:36:28,7;0:00:01,5;19.01.22 10:36:29,6;0,2525;A AC;0,235613333333333;A AC;19.01.22 10:36:30,1;0,2222;A AC;Stable;19.01.22 10:36:30,2
5680;0,2087;A AC;19.01.22 10:36:30,2;0:00:00,2;19.01.22 10:36:30,3;0,259;A AC;0,23385;A AC;19.01.22 10:36:30,2;0,2087;A AC;Unstable;19.01.22 10:36:30,4
5681;0,3586;A AC;19.01.22 10:36:30,4;0:00:00,1;19.01.22 10:36:30,4;0,3586;A AC;0,3586;A AC;19.01.22 10:36:30,4;0,3586;A AC;Interval;19.01.22 10:36:30,5
5682;0,3864;A AC;19.01.22 10:36:30,5;0:00:04,6;19.01.22 10:36:34,6;0,3964;A AC;0,278223913043478;A AC;19.01.22 10:36:31,5;0,1445;A AC;Unstable;19.01.22 10:36:35,2
5683;0,2022;A AC;19.01.22 10:36:35,2;0:00:00,3;19.01.22 10:36:35,4;0,2241;A AC;0,215333333333333;A AC;19.01.22 10:36:35,2;0,2022;A AC;Interval;19.01.22 10:36:35,5
5684;0,2472;A AC;19.01.22 10:36:35,5;0:00:00,3;19.01.22 10:36:35,6;0,255;A AC;0,2499;A AC;19.01.22 10:36:35,5;0,2472;A AC;Unstable;19.01.22 10:36:35,8
5685;0,2329;A AC;19.01.22 10:36:35,8;0:00:01,7;19.01.22 10:36:36,7;0,2533;A AC;0,235729411764706;A AC;19.01.22 10:36:36,5;0,2225;A AC;Stable;19.01.22 10:36:37,5
5686;0,3529;A AC;19.01.22 10:36:37,5;0:00:02,7;19.01.22 10:36:37,7;0,3936;A AC;0,273488888888889;A AC;19.01.22 10:36:38,6;0,1434;A AC;Unstable;19.01.22 10:36:40,2
5687;0,2537;A AC;19.01.22 10:36:40,2;0:00:00,3;19.01.22 10:36:40,2;0,2537;A AC;0,2456;A AC;19.01.22 10:36:40,4;0,2375;A AC;Interval;19.01.22 10:36:40,5
5688;0,2342;A AC;19.01.22 10:36:40,5;0:00:04,9;19.01.22 10:36:41,3;0,398;A AC;0,27730612244898;A AC;19.01.22 10:36:42,1;0,1435;A AC;Unstable;19.01.22 10:36:45,4
5689;0,1652;A AC;19.01.22 10:36:45,4;0:00:00,1;19.01.22 10:36:45,4;0,1652;A AC;0,1652;A AC;19.01.22 10:36:45,4;0,1652;A AC;Interval;19.01.22 10:36:45,5
5690;0,1392;A AC;19.01.22 10:36:45,5;0:00:00,8;19.01.22 10:36:46,0;0,2548;A AC;0,2149875;A AC;19.01.22 10:36:45,5;0,1392;A AC;Unstable;19.01.22 10:36:46,3
5691;0,2297;A AC;19.01.22 10:36:46,3;0:00:01,5;19.01.22 10:36:47,1;0,2516;A AC;0,234133333333333;A AC;19.01.22 10:36:47,7;0,2199;A AC;Stable;19.01.22 10:36:47,8
5692;0,2115;A AC;19.01.22 10:36:47,8;0:00:01,9;19.01.22 10:36:48,4;0,3969;A AC;0,282252631578947;A AC;19.01.22 10:36:49,0;0,1488;A AC;Unstable;19.01.22 10:36:49,7
5693;0,2309;A AC;19.01.22 10:36:49,7;0:00:00,7;19.01.22 10:36:49,8;0,2455;A AC;0,233542857142857;A AC;19.01.22 10:36:50,3;0,2266;A AC;Interval;19.01.22 10:36:50,4
5694;0,2247;A AC;19.01.22 10:36:50,4;0:00:02,7;19.01.22 10:36:51,9;0,3965;A AC;0,266559259259259;A AC;19.01.22 10:36:52,5;0,144;A AC;Unstable;19.01.22 10:36:53,2
5695;0,2317;A AC;19.01.22 10:36:53,2;0:00:01,6;19.01.22 10:36:54,1;0,2528;A AC;0,23541875;A AC;19.01.22 10:36:54,6;0,2219;A AC;Stable;19.01.22 10:36:54,8
5696;0,2714;A AC;19.01.22 10:36:54,8;0:00:00,4;19.01.22 10:36:55,1;0,3864;A AC;0,348925;A AC;19.01.22 10:36:54,8;0,2714;A AC;Unstable;19.01.22 10:36:55,2
5697;0,3955;A AC;19.01.22 10:36:55,2;0:00:00,3;19.01.22 10:36:55,2;0,3955;A AC;0,388866666666667;A AC;19.01.22 10:36:55,3;0,3785;A AC;Interval;19.01.22 10:36:55,5
5698;0,3637;A AC;19.01.22 10:36:55,5;0:00:01,1;19.01.22 10:36:55,5;0,3637;A AC;0,226818181818182;A AC;19.01.22 10:36:55,8;0,1425;A AC;Unstable;19.01.22 10:36:56,6
5699;0,2352;A AC;19.01.22 10:36:56,6;0:00:01,4;19.01.22 10:36:57,4;0,2551;A AC;0,237621428571429;A AC;19.01.22 10:36:57,9;0,2255;A AC;Stable;19.01.22 10:36:58,0
5700;0,2116;A AC;19.01.22 10:36:58,0;0:00:02,2;19.01.22 10:36:58,8;0,3983;A AC;0,271909090909091;A AC;19.01.22 10:36:59,2;0,1457;A AC;Unstable;19.01.22 10:37:00,2
5701;0,229;A AC;19.01.22 10:37:00,2;0:00:00,3;19.01.22 10:37:00,3;0,2381;A AC;0,234333333333333;A AC;19.01.22 10:37:00,2;0,229;A AC;Interval;19.01.22 10:37:00,5
5702;0,229;A AC;19.01.22 10:37:00,5;0:00:04,8;19.01.22 10:37:02,2;0,3956;A AC;0,258225;A AC;19.01.22 10:37:02,6;0,1427;A AC;Unstable;19.01.22 10:37:05,3
5703;0,3919;A AC;19.01.22 10:37:05,3;0:00:00,1;19.01.22 10:37:05,3;0,3919;A AC;0,3919;A AC;19.01.22 10:37:05,3;0,3919;A AC;Interval;19.01.22 10:37:05,4
5704;0,3929;A AC;19.01.22 10:37:05,4;0:00:04,6;19.01.22 10:37:05,5;0,3942;A AC;0,256326086956522;A AC;19.01.22 10:37:06,0;0,1426;A AC;Unstable;19.01.22 10:37:10,1
5705;0,2334;A AC;19.01.22 10:37:10,1;0:00:00,4;19.01.22 10:37:10,3;0,2394;A AC;0,23465;A AC;19.01.22 10:37:10,4;0,229;A AC;Interval;19.01.22 10:37:10,5
5706;0,2393;A AC;19.01.22 10:37:10,5;0:00:01,1;19.01.22 10:37:11,0;0,251;A AC;0,235336363636364;A AC;19.01.22 10:37:11,5;0,2222;A AC;Stable;19.01.22 10:37:11,6
5707;0,2094;A AC;19.01.22 10:37:11,6;0:00:01,9;19.01.22 10:37:12,3;0,3951;A AC;0,276568421052632;A AC;19.01.22 10:37:12,8;0,143;A AC;Unstable;19.01.22 10:37:13,5
5708;0,2321;A AC;19.01.22 10:37:13,5;0:00:01,7;19.01.22 10:37:14,4;0,2538;A AC;0,236411764705882;A AC;19.01.22 10:37:14,9;0,2204;A AC;Stable;19.01.22 10:37:15,2
5709;0,34;A AC;19.01.22 10:37:15,2;0:00:00,1;19.01.22 10:37:15,2;0,34;A AC;0,34;A AC;19.01.22 10:37:15,2;0,34;A AC;Unstable;19.01.22 10:37:15,3
5710;0,3761;A AC;19.01.22 10:37:15,3;0:00:00,2;19.01.22 10:37:15,4;0,388;A AC;0,38205;A AC;19.01.22 10:37:15,3;0,3761;A AC;Interval;19.01.22 10:37:15,5
5711;0,3959;A AC;19.01.22 10:37:15,5;0:00:01,4;19.01.22 10:37:15,7;0,4002;A AC;0,256271428571429;A AC;19.01.22 10:37:16,1;0,1388;A AC;Unstable;19.01.22 10:37:16,9
5712;0,2324;A AC;19.01.22 10:37:16,9;0:00:01,6;19.01.22 10:37:17,7;0,2549;A AC;0,23786875;A AC;19.01.22 10:37:18,2;0,223;A AC;Stable;19.01.22 10:37:18,5
5713;0,2891;A AC;19.01.22 10:37:18,5;0:00:01,8;19.01.22 10:37:19,1;0,3956;A AC;0,275783333333333;A AC;19.01.22 10:37:19,5;0,1359;A AC;Unstable;19.01.22 10:37:20,3
5714;0,2299;A AC;19.01.22 10:37:20,3;0:00:00,2;19.01.22 10:37:20,3;0,2299;A AC;0,22845;A AC;19.01.22 10:37:20,4;0,227;A AC;Interval;19.01.22 10:37:20,5
5715;0,2211;A AC;19.01.22 10:37:20,5;0:00:04,8;19.01.22 10:37:22,4;0,3926;A AC;0,24863125;A AC;19.01.22 10:37:22,9;0,1405;A AC;Unstable;19.01.22 10:37:25,4
5716;0,3336;A AC;19.01.22 10:37:25,4;0:00:00,1;19.01.22 10:37:25,4;0,3336;A AC;0,3336;A AC;19.01.22 10:37:25,4;0,3336;A AC;Interval;19.01.22 10:37:25,5
5717;0,3728;A AC;19.01.22 10:37:25,5;0:00:04,9;19.01.22 10:37:29,2;0,3934;A AC;0,263348979591837;A AC;19.01.22 10:37:26,3;0,1444;A AC;Unstable;19.01.22 10:37:30,4
5718;0,2317;A AC;19.01.22 10:37:30,4;0:00:00,1;19.01.22 10:37:30,4;0,2317;A AC;0,2317;A AC;19.01.22 10:37:30,4;0,2317;A AC;Interval;19.01.22 10:37:30,5
5719;0,2478;A AC;19.01.22 10:37:30,5;0:00:03,2;19.01.22 10:37:32,4;0,3944;A AC;0,258453125;A AC;19.01.22 10:37:32,9;0,1479;A AC;Unstable;19.01.22 10:37:33,7
5720;0,2318;A AC;19.01.22 10:37:33,7;0:00:01,6;19.01.22 10:37:34,5;0,2551;A AC;0,23574375;A AC;19.01.22 10:37:35,1;0,2228;A AC;Stable;19.01.22 10:37:35,3
5721;0,2914;A AC;19.01.22 10:37:35,3;0:00:00,1;19.01.22 10:37:35,3;0,2914;A AC;0,2914;A AC;19.01.22 10:37:35,3;0,2914;A AC;Unstable;19.01.22 10:37:35,4
5722;0,3657;A AC;19.01.22 10:37:35,4;0:00:00,1;19.01.22 10:37:35,4;0,3657;A AC;0,3657;A AC;19.01.22 10:37:35,4;0,3657;A AC;Interval;19.01.22 10:37:35,5
5723;0,3531;A AC;19.01.22 10:37:35,5;0:00:03,6;19.01.22 10:37:35,7;0,3912;A AC;0,250008333333333;A AC;19.01.22 10:37:36,3;0,1426;A AC;Unstable;19.01.22 10:37:39,1
5724;0,2178;A AC;19.01.22 10:37:39,1;0:00:01,3;19.01.22 10:37:40,0;0,231;A AC;0,221023076923077;A AC;19.01.22 10:37:39,9;0,2167;A AC;Interval;19.01.22 10:37:40,4
5725;0,2189;A AC;19.01.22 10:37:40,4;0:00:05,0;19.01.22 10:37:41,2;0,2341;A AC;0,21614;A AC;19.01.22 10:37:43,6;0,2015;A AC;Interval;19.01.22 10:37:45,5
